voice title,voice description,reference_audio,preview_image (svdq_fluxdev_fp4),SVDQ-Images,preview_audio (tts_mgm),Tags,MGM WER
Comedy Audiobook Voice Witty (Middle-aged Male),"Pristine studio-quality audio, bright and engaging, featuring a middle-aged male narrator. Energetic, highly expressive, and naturally witty, delivering punchlines and comedic timing with precision. Standard American accent at a lively, conversational, often quick pace with well-placed pauses.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/49_comedy-audiobook-voice-witty.mp3,https://s3.renderplatform.com/user-assets/preview/gr_c7d7487973184f6c94923ca3d783ee63.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5c29d19e869b448cb8aa3bdfa4ab177f.mp3,"Middle-aged, Male",
Thriller Narrator Tense Pacing (Middle-aged Male),"Pristine studio-quality audio, sharp and urgent, featuring a middle-aged narrator. Low-pitched, intense, often breathy—controlled urgency that builds palpable tension. Standard American accent at a fast, clipped, suspenseful pace with abrupt pauses.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/50_thriller-narrator-tense-pacing.mp3,https://s3.renderplatform.com/user-assets/preview/gr_5915c205b1fe46f9ae50b1f72357822d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_51b702d0c8614d2f8b4509540de7290a.mp3,"Middle-aged, Male",
History Audiobook Narrator (Middle-aged Male),"Pristine studio-quality audio, rich and authoritative, featuring a middle-aged male narrator. Deep, clear, and profoundly knowledgeable, presenting history with gravitas and engaging detail. Neutral Standard American or refined British accent at a measured, deliberate, informative pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/51_history-audiobook-narrator.mp3,https://s3.renderplatform.com/user-assets/preview/gr_1f00f02f1b1f426db166a86f327617cc.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9b34bb1425cd4251a9ac338f354ce46d.mp3,"Middle-aged, Male",
Travelogue Narrator Lively (Middle-aged Male),"Pristine studio-quality audio, bright and descriptive, featuring a  middle-aged male narrator. Energetic, enthusiastic, and highly expressive, painting vivid pictures of distant lands and cultures. Standard American (or relevant regional) accent at a lively, descriptive, engaging pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/52_travelogue-narrator-lively.mp3,https://s3.renderplatform.com/user-assets/preview/gr_442f80f6ec47470bbca1f06e49e13ab4.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_10f601ca25404adfbe492d9351ba0cf6.mp3,"Middle-aged, Male",
Self-Help Narrator Calm (Middle-aged Male),"Pristine studio-quality audio, clear and soothing, featuring a middle-aged male narrator. Soft, warm, profoundly calm—radiating reassurance and gentle guidance. Neutral Standard American accent at a slow, measured, comforting pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/53_self-help-narrator-calm.mp3,https://s3.renderplatform.com/user-assets/preview/gr_6a19cbec64c64b50807168b75aa8efb5.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_fb2f17177c0c4b318b59048a0bae23dc.mp3,"Middle-aged, Male",
Motivational Audiobook Narrator (Middle-aged Male),"Pristine studio-quality audio, powerful and inspiring, featuring a middle-aged male narrator. Strong, energetic, highly articulate—exuding confidence and motivating enthusiasm. Standard American accent at a moderate-to-fast, dynamic, uplifting pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/54_motivational-audiobook-narrator.mp3,https://s3.renderplatform.com/user-assets/preview/gr_c5ef31b628f7453a86f30ac6a594aa1d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_0aa77b8062ce43ae9b8d7ba2393215db.mp3,"Middle-aged, Male",
Classic Literature Reader (Middle-aged Male),"Pristine studio-quality audio, refined and eloquent, featuring a middle-aged male  reader. Deep, clear, and highly articulate, delivering classic prose with grace and nuance. Refined British or neutral Standard American accent at a slow, deliberate, flowing pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/55_classic-literature-reader.mp3,https://s3.renderplatform.com/user-assets/preview/gr_73673b69456849ccac93bd1d31afb416.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_692700360afe4921b439ef9c6dd85774.mp3,"Middle-aged, Male",
Mythology Reteller Dramatic (Middle-aged Male),"Pristine studio-quality audio, rich and theatrical, featuring a middle-aged male reteller. Deep, resonant, inherently dramatic—bringing myths to life with epic scope. Refined, ancient-sounding accent at a slow, deliberate, impactful pace with dramatic pauses.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/56_mythology-reteller-dramatic.mp3,https://s3.renderplatform.com/user-assets/preview/gr_68deeae88c0d4fa7ae9e843d34cc018e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_96988d254eeb477082aa1d719e65d96b.mp3,"Middle-aged, Male",
Kid’s Audiobook Narrator Fun (Middle-aged Male),"Pristine studio-quality audio, bright and engaging, featuring a versatile narrator. Warm, energetic, playful—capable of multiple character voices. Standard American or refined British accent at a lively, animated, quick pace to spark imagination.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/57_kid-s-audiobook-narrator-fun.mp3,https://s3.renderplatform.com/user-assets/preview/gr_2b518ce64e8c4b9585a8ce94df49393d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a2556bcb802f44f79b844cc26cb950d0.mp3,"Middle-aged, Male",
Sci-Fi Novel Reader (Middle-aged Male),"Pristine studio-quality audio featuring middle-aged male, clean and forward-thinking, perhaps with a subtle futuristic filter, featuring a cool, analytical narrator. Neutral Standard American accent at a moderate, precise, slightly detached pace for complex concepts.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/58_sci-fi-novel-reader.mp3,https://s3.renderplatform.com/user-assets/preview/gr_fa13e13066394d108c965608e7f069a7.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1577791708a548acb35892159221e2fc.mp3,"Middle-aged, Male",
Drama Narrator Heavy Pauses (Middle-aged Male),"Pristine studio-quality audio, deep and impactful, featuring a serious middle-aged male narrator. Low-pitched, rich, and grave—delivering drama with intense gravitas. Standard American accent at a slow, deliberate, often halting pace with heavy pauses.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/59_drama-narrator-heavy-pauses.mp3,https://s3.renderplatform.com/user-assets/preview/gr_9e87eda1413242d790d6fb419a3872c8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_8a087c2d0835457b85391d26447cbd78.mp3,"Middle-aged, Male",
Action-Adventure Narrator (Middle-aged Male),"Pristine studio-quality audio, dynamic and energetic, featuring a highly engaging middle-aged male narrator. Strong, vibrant delivery for excitement, danger, and rapid-fire sequences. Standard American accent at a fast, thrilling, accelerating pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/60_action-adventure-narrator.mp3,https://s3.renderplatform.com/user-assets/preview/gr_35aac6982e504283b959694efa913add.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_bdbab7c324f947e38eb9c0783f63397f.mp3,"Middle-aged, Male",
Esports Commentator Hyped (Middle-aged Male),"Broadcast-quality studio recording, high-energy and fast-paced, featuring a midlde-aged male esports commentator. Extremely energetic, loud, enthusiastic—rapid-fire play-by-play. Standard American accent at an incredibly fast, breathless, hyped pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/61_esports-commentator-hyped.mp3,https://s3.renderplatform.com/user-assets/preview/gr_438e1fe143854755a05f5a967ca4861a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_f2fea6c241fa446991b6b8a884dacab7.mp3,"Middle-aged, Male",
RPG Dungeon Master Immersive (Middle-aged Male),"Pristine studio-quality audio, versatile and atmospheric, featuring a middle-aged male  RPG dungeon master. Deep, engaging, capable of shifting between narration and character voices. Standard American accent at a moderate, descriptive, theatrical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/62_rpg-dungeon-master-immersive.mp3,https://s3.renderplatform.com/user-assets/preview/gr_f9112a5ccc2f44f893be2b249d8d69ba.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_4e06a130a7194969b44d071783f8bed0.mp3,"Middle-aged, Male",
MOBA Play-by-Play Announcer (Middle-aged Male),"Broadcast-quality studio recording, incredibly energetic and commanding, featuring a middle-aged male MOBA play-by-play announcer. Loud, booming, exceptionally hyped—rapid calls of team fights and plays. Standard American accent at an extremely fast, explosive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/63_moba-play-by-play-announcer.mp3,https://s3.renderplatform.com/user-assets/preview/gr_1cb76b729a4f4385861fde3d3536152d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c32dbc36a67c4e84acb3617b3e5f2b83.mp3,"Middle-aged, Male",
FPS Gamer Trash-Talker (Middle-aged Male),"Low-fidelity, aggressive, slightly distorted live-chat vibe, featuring a middle-aged male competitive FPS gamer. High-pitched, energetic, often aggressive taunts with sarcastic edge. Standard American accent at a fast, erratic, often shouting pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/64_fps-gamer-trash-talker.mp3,https://s3.renderplatform.com/user-assets/preview/gr_7d26c9b95e54492e9e0a8133969336f3.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_304e0c1ab683452ab9916791c1c8abcf.mp3,"Middle-aged, Male",
Streamer with Over-the-Top Reactions (Middle-aged Male),"Broadcast-quality studio audio, vibrant and highly expressive, featuring a middle-aged male entertainer streamer. Energetic, often high-pitched, prone to exaggerated shouts and dramatic gasps. Standard American accent at a fast, animated, erratic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/65_streamer-with-over-the-top-reactions.mp3,https://s3.renderplatform.com/user-assets/preview/gr_92accd8746bb423d9bc88918e0529f36.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_81d1e0b3b504457e9d68c28bdf01119a.mp3,"Middle-aged, Male",
Speedrunner Explaining Calmly (Middle-aged Male),"Pristine studio-quality audio, clear and focused, featuring a middle-aged male calm, highly articulate speedrunner. Precise explanations of complex mechanics delivered with composure. Standard American accent at a moderate, steady, precise pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/66_speedrunner-explaining-calmly.mp3,https://s3.renderplatform.com/user-assets/preview/gr_5bba9b906bbb4e789abdbdaa121f597c.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_76d4d7c0d27745adbea18ea1161dff4b.mp3,"Middle-aged, Male",
VR Game Narrator Futuristic (Middle-aged Female),"Pristine studio-quality audio, clean and immersive with a subtle futuristic sheen, featuring a middle-aged female VR narrator. Smooth, slightly synthesized tone guiding players with cool authority. Unaccented Standard English at a moderate, precise pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/67_vr-game-narrator-futuristic.mp3,https://s3.renderplatform.com/user-assets/preview/gr_d1a80878c6664e6d9a035cc3a453917d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9eee08e89572433e846c42e06af0c629.mp3,"Middle-aged, Female",
Retro Arcade Game Announcer (Middle-aged Male),"Low-fidelity, slightly distorted, highly energetic—mimicking classic arcade systems—featuring a middle-aged male booming announcer. Deep, enthusiastic delivery with exaggerated, punchy flair. Classic Standard American accent at a fast, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/68_retro-arcade-game-announcer.mp3,https://s3.renderplatform.com/user-assets/preview/gr_5b2683f9c156492ea6501de76f83d314.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_dae20b29ac7945f3ba105b65ba28638d.mp3,"Middle-aged, Male",
Strategy Game Commentator (Middle-aged Male),"Broadcast-quality studio recording, clear and analytical, featuring a thoughtful middle-aged male strategist. Intelligent, composed, highly articulate analysis of tactics and decisions. Standard American accent at a moderate, precise, analytical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/69_strategy-game-commentator.mp3,https://s3.renderplatform.com/user-assets/preview/gr_b49e873dc3f84d92bb35041ea8efae45.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_0cacab142db04ea4a9494487e7229d0a.mp3,"Middle-aged, Male",
Sports Game Commentator (Middle-aged Male),"Broadcast-quality studio recording, energetic and descriptive, featuring a passionate middle-aged male sports commentator. High-energy, dynamic play-by-play with enthusiastic reactions. Standard American accent at a fast, excitable, reactive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/70_sports-game-commentator.mp3,https://s3.renderplatform.com/user-assets/preview/gr_6b601773ebc94ab5865cc7d9904cdcec.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_855b5d0dec4d4410a3a625babe1e17b3.mp3,"Middle-aged, Male",
Fighting Game Announcer Energetic (Middle-aged Male),"Broadcast-quality studio recording, loud and impactful, featuring a powerful middle-aged male fighting game announcer. Deep, booming, exceptionally energetic with theatrical flair. Strong Standard American accent at a fast, punchy, impactful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/71_fighting-game-announcer-energetic.mp3,https://s3.renderplatform.com/user-assets/preview/gr_9f0da5d5841f4e75b8401974146fe932.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_ae7f7c7f195d46d28abc808d4f6bdf5c.mp3,"Middle-aged, Male",
Fantasy Quest Narrator (Middle-aged Male),"Pristine studio-quality audio, rich and evocative, featuring a middle-aged male captivating quest narrator. Deep, engaging voice that brings imaginative quests to life. Refined British or Standard American accent at a measured, flowing, descriptive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/72_fantasy-quest-narrator.mp3,https://s3.renderplatform.com/user-assets/preview/gr_2355656a668749779e7ff199708c6f9b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_7481673abf4e456dbd255e863113a089.mp3,"Middle-aged, Male",
In-Game Villain Boss Voice (Senior Male),"Pristine studio-quality audio, deep and menacing, possibly with subtle distortion or echo, featuring an older terrifying boss. Guttural, powerful, profoundly threatening taunts and commands. Stylized demonic/monstrous accent at a slow, terrifying pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/73_in-game-villain-boss-voice.mp3,https://s3.renderplatform.com/user-assets/preview/gr_93a39c31408041c49532b18e9b09a164.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_0fdf9e104528416da3ecb5a6ba400a34.mp3,"Senior, Male",
NPC Quest Giver Monotone (Middle-aged Female),"Clean studio-quality audio, slightly flat, featuring a middle-aged female NPC quest giver. Clear, articulate, distinctly monotone instructions with emotionless consistency. Neutral, unaccented English at a steady, even, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/74_npc-quest-giver-monotone.mp3,https://s3.renderplatform.com/user-assets/preview/gr_9889fdf49f4644e6b26b101e30124f1d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_873bcfb5814f4df6b88a7a718518578b.mp3,"Middle-aged, Female",
Merchant NPC Chatty (Middle-aged Male),"Clean studio-quality audio with subtle shop ambiance, featuring a middle-aged male friendly merchant. Warm, chatty delivery eager to pitch wares. Standard American or fantasy regional accent at a fast, energetic, conversational pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/75_merchant-npc-chatty.mp3,https://s3.renderplatform.com/user-assets/preview/gr_355e65ee12124a00a03c02dd48952413.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_28079fef8433452e92ccb0463a72a35c.mp3,"Middle-aged, Male",
RPG Healer NPC Kind (Middle-aged Female),"Pristine studio-quality audio, gentle and comforting, featuring a middle-aged female compassionate healer NPC. Soft, warm, empathetic tone with soothing presence. Neutral Standard English accent at a slow, gentle, reassuring pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/76_rpg-healer-npc-kind.mp3,https://s3.renderplatform.com/user-assets/preview/gr_b407f26a9d0e4fc9a6a5878f1cd0bc21.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_345c380812f840ff9f439e3c77c464c6.mp3,"Middle-aged, Female",
Quest Narrator Whimsical (Middle-aged Female),"Pristine studio-quality audio, bright and enchanting, featuring a middle-aged female playful quest narrator. Warm, gentle, whimsical guidance through fantastical adventures. Standard American or refined British accent at a moderate, musical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/77_quest-narrator-whimsical.mp3,https://s3.renderplatform.com/user-assets/preview/gr_2ee39f358c374ea2901732c259477dd0.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5b0446d19ab54bdd8896c7956d7a8484.mp3,"Middle-aged, Female",
Battle Royale Announcer (Middle-aged Male),"Broadcast-quality studio recording, loud and impactful, featuring a middle-aged male intense BR announcer. Deep, booming energy for kill feeds and victory calls with theatrical flair. Strong Standard American accent at a fast, punchy, impactful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/78_battle-royale-announcer.mp3,https://s3.renderplatform.com/user-assets/preview/gr_6ec141fcb82741558103fa19017965eb.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_8b3f1a8c9e27421f855cde3158cd5f33.mp3,"Middle-aged, Male",
Survival Game Narrator Tense (Middle-aged Male),"Low-fidelity, raw, urgent studio-quality audio with environmental ambiance, featuring a middle-aged male tense survival narrator. Low-pitched, intense, breathy delivery with controlled urgency. Standard American accent at a fast, clipped, suspenseful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/79_survival-game-narrator-tense.mp3,https://s3.renderplatform.com/user-assets/preview/gr_46889c39f7834b1a9f6d1544c4359a8e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_cf40fdcfd3494dcfabc1b10607b04e33.mp3,"Middle-aged, Male",
Sim Game Narrator Cheerful (Middle-aged Female),"Pristine studio-quality audio, bright and optimistic, featuring a middle-aged cheerful simulator narrator. Energetic, friendly, consistently positive guidance. Standard American accent at a moderate-to-fast, lively, conversational pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/80_sim-game-narrator-cheerful.mp3,https://s3.renderplatform.com/user-assets/preview/gr_25fddd7f416e412ba94aa74ed97221a0.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_66ddd80a6e3c43eda710d9f2d68423c5.mp3,"Middle-aged, Female",
"Shakespearean king, thunderous and poetic (Senior Male)","Pristine studio-quality audio, resonant and grand, featuring an older male Shakespearean king. His voice is deep, booming, and profoundly theatrical, delivering poetic verse with commanding authority and dramatic flair. He speaks with a refined RP (Received Pronunciation) British accent, at a majestic, deliberate pace, utilizing powerful pauses for dramatic emphasis and tragic gravitas.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/01_shakespearean-king-thunderous-and-poetic.mp3,https://s3.renderplatform.com/user-assets/preview/gr_21ccdd88621d4973bf1fa6e3a9983020.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_54c9e740275d4a5d947d88cdeae7dcb9.mp3,"Senior, Male",
"Juliet-style young maiden, romantic and dreamy (Teen female)","Pristine studio-quality audio, soft and melodious, featuring a teen female in the style of Juliet. Her voice is high-pitched, gentle, and inherently romantic, delivered with a dreamy, wistful quality and heartfelt emotion. She speaks with a refined RP British accent, at a flowing, expressive, and often quickened pace, conveying youthful passion and poetic longing.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/02_juliet-style-young-maiden-romantic-and-dreamy.mp3,https://s3.renderplatform.com/user-assets/preview/gr_7dbfe156864f4c85a52b676bfd275ff8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_ceab00b4679049a6a6ff588a0ffa9a00.mp3,"Teen, female",
"Tragic hero, anguished and dramatic","Pristine studio-quality audio, deep and emotionally resonant, featuring a young adult to middle-aged male tragic hero. His voice is rich, powerful, and laden with anguish, delivered with intense dramatic flair and profound suffering. He speaks with a clear, theatrical British accent, at a slow, deliberate, and often halting pace, with long, pained pauses that convey immense inner torment.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/03_tragic-hero-anguished-and-dramatic.mp3,https://s3.renderplatform.com/user-assets/preview/gr_d869d0da52bf43318f5ad919454abffd.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_683a2f02f01c4ef3884ba904f7eba796.mp3,neutral,
"Greek chorus, chanting in unison (Senior Male)","Pristine studio-quality audio, layered and resonant, featuring older male chanting in a solemn, powerful unison. The collective voice is deep, rhythmic, and profoundly ancient, delivering pronouncements with a sense of communal fate and dramatic foreboding. The chanting is slow, deliberate, and deeply resonant, with no distinct modern accent, creating a timeless, ritualistic effect.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/04_greek-chorus-chanting-in-unison.mp3,https://s3.renderplatform.com/user-assets/preview/gr_551d992750a04c3ba4a003d1424450ae.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a46d1a599dec4759b9ea56b1284a102f.mp3,"Senior, Male",
"Hamlet, brooding and contemplative (Senior Male)","Pristine studio-quality audio, deep and introspective, featuring a senior male in the style of Hamlet. His voice is low-pitched, rich, and profoundly thoughtful, often delivered with a brooding melancholy and intellectual intensity. He speaks with a refined RP British accent, at a slow, deliberate, and often pensive pace, with long, reflective pauses that convey his inner turmoil and philosophical depth.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/05_hamlet-brooding-and-contemplative.mp3,https://s3.renderplatform.com/user-assets/preview/gr_919d723ffcae41b1b47c3d7abb65f0bc.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_15044b8d7d294a139a61c541d7e0f218.mp3,"Senior, Male",
"Dickensian narrator, verbose and elegant (Middle-aged Male)","Pristine studio-quality audio, warm and authoritative, featuring a middle-aged  male Dickensian narrator. His voice is deep, rich, and exceptionally articulate, delivering verbose descriptions and intricate characterizations with elegant flair and a touch of theatrical charm. He speaks with a refined British accent, at a flowing, expressive, and often grandiloquent pace, painting vivid scenes with every word.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_dickensian-narrator-verbose-and-elegant.mp3,https://s3.renderplatform.com/user-assets/preview/gr_1cf8f4d0eb8d43ab9c9d2292742ed185.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_96cbe3763d01407e9230e1e3c1626772.mp3,"Middle-aged, Male",
"Victorian governess, strict yet warm (Middle-aged Female)","Pristine studio-quality audio, clear and precise, featuring a middle-aged female Victorian governess. Her voice is firm, articulate, and inherently authoritative, yet possesses an underlying warmth and gentle concern. She speaks with a crisp, refined RP British accent, at a moderate, deliberate, and perfectly controlled pace, maintaining decorum while offering guidance.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_victorian-governess-strict-yet-warm.mp3,https://s3.renderplatform.com/user-assets/preview/gr_7542bfca2eaf44a39e31fb41dd18239a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9e93b38eef424ff18b940057b6cba43f.mp3,"Middle-aged, Female",
"Gothic villain, sinister and grandiose (Senior Male)","Pristine studio-quality audio, deep and resonant, imbued with a chilling echo, featuring an older male Gothic villain. His voice is low, smooth, and profoundly sinister, delivered with a grandiose, theatrical flair and a lurking menace. He speaks with an aristocratic, often sibilant, British accent, at a slow, deliberate, and drawn-out pace, savoring every dark, dramatic word.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/08_gothic-villain-sinister-and-grandiose.mp3,https://s3.renderplatform.com/user-assets/preview/gr_e8243d0ecb8f428b9f4340765ff0e195.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1af9da060c0f4aa4a1e23af03f126ebb.mp3,"Senior, Male",
"Fool/Jester, clever and mocking (Middle-aged Male)","Excellent studio-quality audio, vibrant and agile, featuring a  middle-aged male Fool/Jester. His voice is high-pitched, energetic, and incredibly versatile, shifting between playful absurdity and sharp, sarcastic mockery. He speaks with a British accent at a fast, erratic, and whimsical pace, with perfectly timed pauses for comedic effect and witty barbs.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_fool-jester-clever-and-mocking.mp3,https://s3.renderplatform.com/user-assets/preview/gr_c13e44787e324d6aad7d69ea26d4486c.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_db2f69050e304337bf41267b2733b478.mp3,"Middle-aged, Male",
"Medieval monk, chanting solemnly (Senior Male)","Pristine studio-quality audio, resonant and ethereal, subtly infused with the ambiance of a cloister, featuring an older male medieval monk. His voice is deep, profoundly calm, and often delivered in solemn, Gregorian-style chants or resonant, reflective speech. He vocalizes with a liturgical, ancient Latin-inspired tone, at a very slow, deliberate, and rhythmic pace, each sound an act of devotion.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/10_medieval-monk-chanting-solemnly.mp3,https://s3.renderplatform.com/user-assets/preview/gr_51b9c3209e8b488aa977c7102c47fb15.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6544d61922a845a4af53869cfa4723b0.mp3,"Senior, Male",
"Arthurian knight, noble and formal (Middle-aged Male)","Pristine studio-quality audio, strong and resonant, featuring a young adult to middle-aged male Arthurian knight. His voice is deep, clear, and unwavering, radiating unwavering nobility, courage, and a formal sense of chivalry. He speaks with a refined British accent, at a moderate, steady, and firm pace, each word delivered with honor and steadfastness.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/11_arthurian-knight-noble-and-formal.mp3,https://s3.renderplatform.com/user-assets/preview/gr_9c34605ff6e34f238eaa22482dc3c75e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_e2b74059b3d347b083714449c8b38ab3.mp3,"Middle-aged, Male",
"Elizabethan court lady, refined (Middle-aged Female)","Pristine studio-quality audio, clear and melodious, featuring a middle-aged female Elizabethan court lady. Her voice is soft, elegant, and perfectly modulated, conveying grace, wit, and refined charm. She speaks with a period-appropriate Elizabethan (or RP-like) accent, at a moderate, flowing, and poised pace, maintaining her distinguished bearing.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/12_elizabethan-court-lady-refined.mp3,https://s3.renderplatform.com/user-assets/preview/gr_b3e847b458bf4843b41d350f321144ac.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b9b8a7dccad74fe99fdd910fc3fa6df7.mp3,"Middle-aged, Female",
"Epic storyteller, Homeric cadence (Senior Male)","Pristine studio-quality audio, rich and grand, featuring an older male epic storyteller. Their voice is deep, profoundly resonant, and inherently majestic, recounting grand sagas and heroic deeds with a Homeric, rhythmic cadence. They speak with a powerful, formal, and ancient-sounding accent, at a slow, deliberate, and flowing pace, with dramatic pauses that build suspense and emphasize legend.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/13_epic-storyteller-homeric-cadence.mp3,https://s3.renderplatform.com/user-assets/preview/gr_744a5ae34c6c4762ae1a80a545358cad.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_69577d26f5cd40619a581ee84ca7f4d7.mp3,"Senior, Male",
"Tragic queen, sorrowful and regal (Senior Female)","Pristine studio-quality audio, deep and emotionally resonant, featuring an older female tragic queen. Her voice is smooth, regal, and profoundly sorrowful, laden with a noble grief yet retaining an inherent majesty. She speaks with a refined British accent, at a slow, deliberate, and melancholic pace, with long, pained pauses that convey immense heartbreak and queenly despair.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/14_tragic-queen-sorrowful-and-regal.mp3,https://s3.renderplatform.com/user-assets/preview/gr_8ce4af7ed8a14b2fb6671a44455f7a7c.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d7bdf8980ede40cd9103bfd5c4f46263.mp3,"Senior, Female",
"Comedy-of-manners gentleman, witty (Middle-aged Male)","Pristine studio-quality audio, bright and agile, featuring a middle-aged male in the style of a comedy-of-manners gentleman. His voice is clear, sophisticated, and inherently witty, delivering clever remarks and satirical observations with a light, self-assured charm. He speaks with a crisp, refined RP British accent, at a fast, articulate, and conversational pace, with perfectly timed pauses for comedic effect.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/15_comedy-of-manners-gentleman-witty.mp3,https://s3.renderplatform.com/user-assets/preview/gr_3920b2cad504455d84dafcd24a69eb6c.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_26b89490311a42a7a70e3dfd09957e96.mp3,"Middle-aged, Male",
