voice title,voice description,reference_audio,,SVDQ-Images,mgm_preview_audio,tts_preview_audio,Tags,MGM WER,TTS WER
Royal Advisor Serious & Sharp (Middle-aged Male),"Pristine studio-quality audio featuring a middle-aged  male  royal advisor whose voice is deep, clear, and authoritative, radiating intelligence and a calm, sharp resolve. They speak with a refined British accent at a slow, deliberate, and precise pace, delivering analysis and counsel with unwavering conviction.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_royal-advisor-serious-sharp.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_30d000308b5a44358dadfe6a0a56fd3a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6fe334e55e7c4f549d1b5eee295d490d.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_06_royal-advisor-serious-sharp_1.mp3,"Middle-aged, Male",,
Palace Guard Disciplined & Stern (Middle-aged Male),"Clean studio-quality audio featuring a young adult to middle-aged male palace guard whose voice is deep, resonant, and unwavering, delivering commands with stern discipline. They speak with a clear Standard English accent at a sharp, clipped, and direct pace, conveying their absolute adherence to duty.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_palace-guard-disciplined-stern.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_35e6a75fdd8d4c84bd03f1f55766c3ba.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9352c696d900496ea240d52b08c576cf.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_07_palace-guard-disciplined-stern_1.mp3,"Middle-aged, Male",,
Medieval Noblewoman Refined (Middle-aged Female),"Pristine studio-quality audio featuring a to middle-aged female medieval noblewoman. Her voice is smooth, elegant, and clear, possessing a gentle yet underlying strength, conveying her distinguished bearing. She speaks with a refined RP British accent at a slow, graceful, and measured pace, embodying her refined status.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/08_medieval-noblewoman-refined.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_e36864ac5be843318241ac155f02efdb.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b97b5660f2e1406f9d63c55c6fa0dc36.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_08_medieval-noblewoman-refined_1.mp3,"Middle-aged, Female",,
Tyrant King Arrogant & Harsh (Senior Male),"Pristine studio-quality audio featuring a older male tyrant king whose voice is deep, guttural, and menacing, often sneering or prone to sudden, harsh outbursts. He speaks with a strong, slightly sinister British accent at a slow, deliberate pace, punctuated by abrupt, cruel accelerations, conveying his arrogance and ruthlessness.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_tyrant-king-arrogant-harsh.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_49dfb651b006425db6944f120d9c5819.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6eefb6cc7c264a1a82ed5c5094e0f2ed.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_09_tyrant-king-arrogant-harsh_1.mp3,"Senior, Male",,
Heroic Knight Noble & Steady (Middle-aged Male),"Excellent studio-quality audio featuring a middle-aged male heroic knight whose voice is deep, strong, and resolute, radiating unwavering honor and steadfastness. He speaks with a refined British accent at a moderate, steady, and firm pace, conveying calm bravery in the face of adversity.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/10_heroic-knight-noble-steady.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_75541b1b74cf4f3897c78852fe445119.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_fc5b9e799dca4f9f9244a5a28722c152.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_10_heroic-knight-noble-steady_1.mp3,"Middle-aged, Male",,
Grand Duke Pompous & Slow (Teen Female),"Excellent studio-quality audio featuring a teen female grand duke whose voice is deep, resonant, and theatrically condescending, exuding an air of self-important pomposity. He speaks with an exaggerated RP British accent at an overly slow, deliberate pace, utilizing dramatic pauses to draw out his every pronouncement.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/12_grand-duke-pompous-slow.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_f83e686e7c534b4ca33b08fa68ce8a03.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_e3c54590f2614052adbe59a8d3365e9a.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_12_grand-duke-pompous-slow_1.mp3,"Teen, Female",,
Royal Announcer Ceremonial (Middle-aged Male),"Broadcast-quality studio audio featuring a middle-aged male royal announcer whose voice is booming, majestic, and highly formal, delivered with exceptional resonance and perfect enunciation. They speak with a clear, ceremonial British RP accent at a slow, deliberate, and grand pace, incorporating significant pauses for dramatic effect.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/13_royal-announcer-ceremonial.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_3f48ff85d3b04538bea993045ac801e0.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2862cf3eeb6d4b58afaa70179c615068.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_13_royal-announcer-ceremonial_1.mp3,"Middle-aged, Male",,
Royal Magician Mystical & Wise (Senior Male),"Pristine studio-quality audio, subtly infused with ethereal effects, featuring an older male  royal magician. Their voice is deep, resonant, and ancient, sometimes whispery or imbued with an otherworldly quality, conveying profound mystical wisdom. They speak with a refined, slightly mysterious British accent at a slow, deliberate, and contemplative pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/14_royal-magician-mystical-wise.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_502c471a33484f1f8a16103119eb5000.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b18dbd3a00e74542b103c6ee85c5902c.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_14_royal-magician-mystical-wise_1.mp3,"Senior, Male",,
King in Exile Sorrowful (Senior Male),"Clean studio-quality audio, perhaps slightly raw to imply hardship, featuring an older male king in exile. His voice is deep, melancholic, and world-weary, carrying a palpable sense of loss and resignation. He speaks with a refined British accent at a slow, somber pace, often with pensive pauses that convey his profound sorrow.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/15_king-in-exile-sorrowful.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_685c810244ee4c3387e5b79ffe6e4cf6.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_fdf79753561c4085be12132451aae1de.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_15_king-in-exile-sorrowful_1.mp3,"Senior, Male",,
Professor Explaining Theories (Middle-aged Male),"Pristine studio-quality audio featuring a middle-aged  male professor whose voice is deep, articulate, and profoundly intelligent, radiating clarity and scholarly authority. They speak with a clear Standard English (neutral, British, or American) accent at a measured, clear, and deliberate pace, often quickening with intellectual enthusiasm when elucidating complex theories.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/01_professor-explaining-theories.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_82a1a6c8f2fd4b5b89ce9f30e4449042.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c5851bcfb23d4ae19e22ced6c3555187.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_01_professor-explaining-theories_1.mp3,"Middle-aged, Male",,
Historian Recounting Events (Middle-aged Male),"Excellent studio-quality audio featuring a middle-aged to older male historian whose voice is warm, authoritative, and profoundly knowledgeable, with a clear, resonant timbre that brings past events to life. They speak with a refined Standard English (neutral, British, or American) accent at a measured, flowing, and deliberate pace, weaving narratives with engaging detail and insight.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/02_historian-recounting-events.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_6b0eb3876702456cab61a8f9e0229d7d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_90f0afcea40f4a6f9ddb70c295119e88.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_02_historian-recounting-events_1.mp3,"Middle-aged, Male",,
Biologist Passionate About Nature (Middle-aged Female),"Pristine studio-quality audio featuring a young adult to middle-aged female biologist whose voice is energetic, enthusiastic, and exceptionally clear, radiating a profound passion for the natural world. They speak with a clear Standard American accent at a moderate to fast, animated, and descriptive pace, infusing every explanation with genuine excitement and wonder.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/03_biologist-passionate-about-nature.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_440f7e10dd554367ba4bcbf6f700f507.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5cf2ff57a3994af087593ef60c8199bc.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_03_biologist-passionate-about-nature_1.mp3,"Middle-aged, Male",,
Mathematician Precise & Logical (Middle-aged Female),"Pristine studio-quality audio featuring a middle-aged female mathematician whose voice is clear, precise, and highly analytical, delivering concepts with unwavering logic and calm accuracy. They speak with a clear Standard English (neutral, British, or American) accent at a slow, deliberate, and methodical pace, ensuring every step of a complex problem is perfectly articulated.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/04_mathematician-precise-logical.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_6b8c096c618f4516a15b6f5b369b9bd1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d78515cb5fc7472a9a601a95ab59b61f.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_04_mathematician-precise-logical_1.mp3,"Middle-aged, Female",,
Astronomer Dreamy & Cosmic (Middle-aged Female),"Excellent studio-quality audio, imbued with a subtle, open spaciousness, featuring a middle-aged female astronomer. Their voice is often soft, slightly ethereal, and filled with a sense of wonder, conveying the vastness of the cosmos with a dreamy, contemplative timbre. They speak with a clear Standard American accent at a slow, deliberate, and awe-struck pace, pausing to emphasize the grandeur of their subject.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/05_astronomer-dreamy-cosmic.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_6c8de5064426409ca475a0fa53cef7b1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_fb2128e0b0f14dab856b32108052ae90.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_05_astronomer-dreamy-cosmic_1.mp3,"Middle-aged, Female",,
Chemist Describing Experiments (Middle-aged Female),"Pristine studio-quality audio featuring middle-aged female chemist whose voice is clear, articulate, and precise, often carrying an undercurrent of focused excitement when detailing reactions. They speak with a clear Standard American accent at a moderate, exact, and sometimes quickening pace, methodically explaining experimental procedures and results.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_chemist-describing-experiments.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_28cf3265ac4240aaa8de1b564f4fbfbe.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d20aebd75600447c86f094dcff52fe66.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_06_chemist-describing-experiments_1.mp3,"Middle-aged, Female",,
Engineer Practical & Detailed (Middle-aged Female),"Pristine studio-quality audio featuring a middle-aged female engineer whose voice is clear, confident, and highly practical, delivering detailed information with a problem-solving mindset. They speak with a clear Standard American accent at a moderate, precise, and efficient pace, ensuring clarity and conciseness in their technical explanations.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_engineer-practical-detailed.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_33fa30a90ad643ceb523e5c22a73d12b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_101dd0d1678b44aa9b81609e5a2db36d.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_07_engineer-practical-detailed_1.mp3,"Middle-aged, Female",,
Archaeologist Retelling Discoveries (Middle-aged Female),"Excellent studio-quality audio, clear and resonant, featuring a middle-aged female archaeologist. Their voice is scholarly, articulate, and intelligent, capable of conveying complex historical details with profound clarity, often bursting with genuine excitement during moments of discovery. They speak with a clear Standard English (neutral, British, or American) accent at a measured, clear pace that quickens with palpable enthusiasm when discussing ancient finds.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/08_archaeologist-retelling-discoveries.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_3b8b68f958af4f1db8c4bf6e3c4a8853.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_03ad095defca42c89c1ce35eb4ee660f.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_08_archaeologist-retelling-discoveries_1.mp3,"Middle-aged, Female",,
Linguist Fascinated by Words (Middle-aged Female),"Pristine studio-quality audio featuring a  middle-aged  female linguist whose voice is articulate, clear, and inherently curious, radiating a deep fascination with language and its nuances. They speak with a clear Standard English (neutral, British, or American) accent at a moderate, thoughtful, and often slightly quick pace, delighted by the intricacies of words and speech.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_linguist-fascinated-by-words.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_14b77c7b38954f639329c6b55a12b6d5.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c01f52eab75f4c3ca6e86c04a725dd72.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_09_linguist-fascinated-by-words_1.mp3,"Middle-aged, Female",,
Physicist Calm & Factual (Middle-aged Female),"Pristine studio-quality audio featuring a middle-aged male physicist whose voice is calm, clear, and deeply analytical, delivering complex scientific facts with unwavering precision and a composed demeanor. They speak with a clear Standard English (neutral, British, or American) accent at a slow, deliberate, and factual pace, ensuring every statement is perfectly understood.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/10_physicist-calm-factual.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_cd44552b7de949f09cb8206a9031374c.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_300fd826775f4b9cb44cf8f30e55b4d3.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_10_physicist-calm-factual_1.mp3,"Middle-aged, Female",,
College Lecturer Strict but Clear (Middle-aged male),"Pristine studio-quality audio, resonant and authoritative, featuring a middle-aged male  college lecturer. Their voice is firm, clear, and precise, conveying authority and high expectations, yet always ensuring their explanations are perfectly understood. They speak with a clear Standard English (neutral, British, or American) accent at a moderate, deliberate, and unwavering pace, maintaining control of the classroom.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/11_college-lecturer-strict-but-clear.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_b7db36dd316b4c5cb78010a675b974af.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2bf67cd6d4064b729ae35e90fd486b3a.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_11_college-lecturer-strict-but-clear_1.mp3,"Middle-aged, male",,
School Principal Authoritative (Middle-aged Male),"Pristine studio-quality audio, resonant and commanding, featuring a middle-aged male  school principal. Their voice is deep, firm, and authoritative, radiating a calm yet undeniable control and a sense of responsibility. They speak with a clear Standard American accent at a slow, deliberate, and measured pace, delivering announcements or guidance with unwavering gravitas.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/12_school-principal-authoritative.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_08d07facfdea45859c89c36fea7ddfec.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_96deab2e9c1144df99d597e27f9d3fe1.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_12_school-principal-authoritative_1.mp3,"Middle-aged, Male",,
Librarian Whispery & Organized (Middle-aged Female),"Pristine studio-quality audio, very quiet and intimate, featuring a middle-aged female  librarian. Their voice is soft, gentle, clear, and hushed, maintaining a calm and respectful tone throughout, with an underlying sense of quiet organization. They speak with a neutral Standard American accent at a slow, deliberate, and exceptionally quiet pace, maintaining the sanctity of the library.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/13_librarian-whispery-organized.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_0bb3ce5fafd64ff1a952b31ead5bb860.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_719304f48c0a45ef944918b9e7e05525.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_13_librarian-whispery-organized_1.mp3,"Middle-aged, Female",,
Philosopher Pondering Life (Middle-aged male),"Pristine studio-quality audio, rich and contemplative, featuring a middle-aged male philosopher. Their voice is deep, resonant, and thoughtful, conveying profound introspection and intellectual depth. They speak with a refined Standard English (neutral, British, or American) accent at a slow, deliberate, and contemplative pace, with long pauses for reflection.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/14_philosopher-pondering-life.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_bc02c9dc2fd54911bceae391259358d8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_66718d2e1c004ed481a8c973bd7a7db4.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_14_philosopher-pondering-life_1.mp3,"Middle-aged, male",,
Psychologist Thoughtful & Warm (Middle-aged Male),"Pristine studio-quality audio, calm and comforting, featuring a middle-aged male  psychologist. Their voice is empathetic, calm, and deeply reassuring, maintaining a steady, understanding, and warm tone throughout. They speak with a gentle and neutral Standard American accent at a slow, measured, and comforting pace, fostering trust and openness.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/15_psychologist-thoughtful-warm.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_8dc1f170e0e447e4a38b277c7079f5d4.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_3c7b83ed5df841c8973a489782b7d20d.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_15_psychologist-thoughtful-warm_1.mp3,"Middle-aged, Male",,
Student Nervous but Eager (Middle-aged Male),"Clean studio-quality audio, slightly higher-pitched and expressive, featuring a middle-aged male  student. Their voice is often a little nervous or hesitant, but infused with an underlying eagerness and intellectual curiosity. They speak with a clear Standard American accent at an erratic, sometimes quick, sometimes faltering pace, reflecting their learning journey.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/16_student-nervous-but-eager.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_1e0e8bfbfd1b4016bafb0f8171236ad3.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c365ab57f02f47f281112d63d1ac2894.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_16_student-nervous-but-eager_1.mp3,"Middle-aged, Male",,
Teenager Texting Lazily (Teen Male),"Low-fidelity audio, perhaps with background phone clicks, featuring an adolescent male teenager. The voice is low-pitched, mumbled, and often monotone, delivered with an air of casual apathy that reflects a lazy texting posture. Standard American accent at a slow, drawn-out pace, often trailing off or pausing mid-sentence.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/01_teenager-texting-lazily.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_2be3ab8db5ba4ef99e4a5b8da050d76d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d24cb6000e024739b9a5f476116f446c.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_01_teenager-texting-lazily_1.mp3,"Teen, Male",,
Cheerful Cashier at a Shop (Middle-aged Female),"Clean studio-quality audio with subtle background shop ambiance, featuring middle-aged female cashier. Bright, energetic, consistently cheerful tone with a friendly customer-service demeanor. Standard American accent at a moderate to fast, friendly, conversational pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/02_cheerful-cashier-at-a-shop.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_e9ae7ed7c6f5428386440d47500a76e4.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_706f404044bf42dc8462a9ab8b339ea5.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_02_cheerful-cashier-at-a-shop_1.mp3,"Middle-aged, Female",,
Grumpy Neighbor Complaining (Senior Male),"Studio-quality audio, slightly rough around the edges, featuring an older male  grumpy neighbor. Low-pitched, raspy voice, often delivered with a sigh or sneer, full of complaints and dissatisfaction. Standard American accent (possibly regional) at a slow, deliberate, often whining pace with exasperated breaths.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/03_grumpy-neighbor-complaining.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_fb1c7e29e2c34973b0f0f65adb27d4d2.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_820ac5f0eed74e7b8dd2d0119b2d473f.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_03_grumpy-neighbor-complaining_1.mp3,"Senior, Male",,
Friendly Mailman Chatting (Middle-aged Male),"Clean studio-quality audio with subtle outdoor ambiance, featuring a friendly middle-aged man mail carrier. Warm, approachable, casual timbre perfect for light conversation. Standard American accent at a moderate, relaxed conversational pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/04_friendly-mailman-chatting.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_a344c8e83b134fcdba891816a7dc5683.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9dcb61f08d08440399ddd240c37d1548.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_04_friendly-mailman-chatting_1.mp3,"Middle-aged, Male",,
Taxi Driver with Small Talk (Middle-aged Female),"Excellent studio-quality audio, potentially with subtle background kitchen sounds, featuring a middle-aged male  chef whose voice is warm, slightly harried, and good-natured, often punctuated by exclamations of surprise or frustration. Speaking with a Standard American accent, their pacing is often erratic, prone to tripping over words, with perfectly timed pauses that amplify the comedic effect of their mishaps.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/05_taxi-driver-with-small-talk.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_6a42fee3af974561b1cb45ace2b9e458.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2fbe5aaff09a40cf873d6ecd9e8d24e5.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_05_taxi-driver-with-small-talk_1.mp3,"Middle-aged, Female",,
Parent Reading Bedtime Stories (Middle-aged Female),"Warm, clean studio-quality audio featuring middle aged female , intimate and comforting. Soft, gentle, soothing voice with a melodic quality designed to lull a child to sleep. Neutral Standard American accent at a slow, deliberate, rhythmic pace with gentle character inflections.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_parent-reading-bedtime-stories.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_7379fc2733b54f59b0854468ff570677.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_401c81a2768340bab71145fd2ae2f91e.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_06_parent-reading-bedtime-stories_1.mp3,"Middle-aged, Female",,
Best Friend Casual & Fun (Middle-aged Male),"Pristine studio-quality audio featuring middle-aged male, very natural and close. Casual, warm, and fun voice with an expressive, easygoing timbre that conveys deep familiarity. Standard American accent at a natural, flowing, often quick pace full of shared jokes and easy conversation.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_best-friend-casual-fun.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_2f2bb5bcc1d942edaaf3b9392587c203.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d3f50419b4464186b9810757b7dd885f.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_07_best-friend-casual-fun_1.mp3,"Middle-aged, Male",,
Nosy Neighbor Gossiping (Midlde-aged Female),"Low-fidelity, slightly hushed studio-quality audio featuring middle-aged female implying secrecy. High-pitched, whispery, conspiratorial tone, eager to share rumors and secrets. Standard American accent at a fast, erratic, breathless pace with dramatic pauses for effect.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/08_nosy-neighbor-gossiping.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_63ab9ccc827a4fc5ac9c23c84638676b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d3718afe095b43909868891cb1780009.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_08_nosy-neighbor-gossiping_1.mp3,"Middle-aged, Female",,
Street Vendor Calling Customers (Middle-aged Male),"Good studio-quality audio featuring middl-aged male simulating an open-air market. Loud, boisterous, highly energetic rhythmic calls to attract attention and sell wares. Specific regional accent (e.g., New York, London, or a global market accent) at a fast, rhythmic, attention-grabbing pace with sustained pitches.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_street-vendor-calling-customers.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_829201b192f74e318ad230d5d7ffe98d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d029963314154383b4cd9cbc4ecd9317.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_09_street-vendor-calling-customers_1.mp3,"Middle-aged, Male",,
Retired Grandparent with Warmth (Senior Male),"Warm, clean studio-quality audio—gentle and comforting—featuring an older male speaker. Deep, mellow, inherently kind voice, radiating warmth, wisdom, and loving patience. Neutral Standard American accent at a slow, gentle, deliberate pace with comforting pauses.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/10_retired-grandparent-with-warmth.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_4794e886e676460aba19a598cca84c06.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_56cff8fff70a41f1ba43bf73d0b22674.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_10_retired-grandparent-with-warmth_1.mp3,"Senior, Male",,
Zeus Boaming with Thunderous Power (Senior Male),"Studio-quality; a commanding elder male with a booming, thunderous timbre, regal cadence, and decisive emphasis—authoritative yet controlled.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/01_zeus-boaming-with-thunderous-power.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_26f7b9c24fb444d390037554670ad731.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_4bdbd7cc46114c3daaf5de2411dc2ca8.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_01_zeus-boaming-with-thunderous-power_1.mp3,"Senior, Male",,
Loki Mischievous and Sly (Middle-aged Male),"Studio-quality; a playful middle-male with a sly, teasing tone, quick shifts in pace, and a hint of sarcasm and charm.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/03_loki-mischievous-and-sly.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_9e0eab499db24c719274a0d72eb6e82e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_4e1cbfd230c24dbebfcc34f2afa02800.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_03_loki-mischievous-and-sly_1.mp3,"Middle-aged, Male",,
Thor Bold and Hearty (Senior male),"Studio-quality; a robust older male baritone—confident, bold, hearty—projecting warmth and strength with energetic pacing.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/04_thor-bold-and-hearty.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_968562ed882647349c665959f12796d8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_50db166e6175418ebcb4719782d858dd.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_04_thor-bold-and-hearty_1.mp3,"Senior, male",,
