voice title,voice description,reference_audio,preview_image (svdq_fluxdev_fp4),SVDQ-Images,preview_audio (tts_mgm),Tags,MGM WER
Japanese Monk Chanting Calmly,"Pristine studio-quality audio, subtly infused with the serene ambiance of a temple, featuring an older male Japanese monk. His voice is deep, profoundly resonant, and exudes a spiritual calm, engaged in meditative chanting. He chants with a distinct Japanese accent at a very slow, deliberate, and rhythmic pace, each syllable a study in peaceful reflection.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/02_japanese-monk-chanting-calmly.mp3,https://s3.renderplatform.com/user-assets/preview/gr_52c427c933b54ab682fbf282a7626dbf.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1b36eda0ee594ff5ae5e3a5b2557b0ff.mp3,neutral,
African Wise Elder (Senior Male),"Pristine studio-quality audio capturing a sense of dignity, featuring an older male  African elder. The voice is deep, profoundly resonant, calm, and authoritative, rich with the accumulated wisdom of generations. They speak with a clear African accent at a slow, measured, and deliberate pace, with meaningful pauses for emphasis, radiating a grounded presence.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/05_african-elder-wise-grounded.mp3,https://s3.renderplatform.com/user-assets/preview/gr_1936bd46c6bd4668b97db543bfb9e137.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_75b55565f43049febbe1a357784702a9.mp3,"Senior, Male",
Native American Storyteller (Middle-aged Male),"Excellent studio-quality audio with a natural, open feel, featuring middle-aged male Native American storyteller. The voice is deep, warm, gentle, and profoundly resonant, imbued with respect for tradition and history. They speak with a distinct Native American accent at a slow, deliberate, and rhythmic pace, using flowing cadence and meaningful pauses to draw listeners in.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_native-american-storyteller.mp3,https://s3.renderplatform.com/user-assets/preview/gr_5a813bde98ba46a196a66a429dec8a7f.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_127ede5a78f0440a9d4cd82fc1f8a4fc.mp3,"Middle-aged, Male",
Chinese Opera Narrator (Middle-aged Male),"Broadcast-quality audio with a theatrical and resonant quality, featuring a middle-aged male Chinese opera narrator. The voice is often high-pitched, sometimes nasal, highly stylized, and overtly dramatic, utilizing distinct traditional vocal techniques. They speak with a stylized Chinese opera accent at a slow, exaggerated, and deliberate pace, with dramatic pauses and sudden, sharp vocalizations.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_chinese-opera-narrator-dramatic.mp3,https://s3.renderplatform.com/user-assets/preview/gr_70527a87272341548a9620d1bc1af1f2.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_12003792e1bc43c79eb8b68dd1838875.mp3,"Middle-aged, Male",
Russian Folktale Babushka (Senior Female),"Warm, slightly low-fidelity studio audio evoking comfort and age, featuring an older Russian woman (babushka). Her voice is warm, slightly raspy, comforting, and gentle, with an undercurrent of humor and profound wisdom. She speaks with a thick, melodic Russian accent at a slow, rhythmic, and comforting pace, as if recounting a beloved folktale.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/08_russian-folktale-babushka.mp3,https://s3.renderplatform.com/user-assets/preview/gr_45e517e4f3654ea8b1f61d8aa330b10e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_fcff7ee60c084a5ca7078b997a836a75.mp3,"Senior, Female",
Mexican Lucha Libre Announcer (Middle-aged Male),"Broadcast-quality audio simulating a live arena with high energy, featuring a middle-aged male Mexican lucha libre announcer. His voice is booming, theatrically excitable, and filled with dramatic vocalizations, hyping every moment with unparalleled enthusiasm. He speaks with a distinct, energetic Mexican Spanish accent at an extremely fast, rapid-fire pace, marked by sustained cheers and exclamations.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_mexican-lucha-libre-announcer.mp3,https://s3.renderplatform.com/user-assets/preview/gr_196e20e33e71489080b5f68e0d75723b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5ec09ef0f94c4fad81e942b830991c6d.mp3,"Middle-aged, Male",
Scottish Highland Warrior (Middle-aged Male),"Studio-quality audio, powerful and resonant, featuring a middle-aged male Scottish Highland warrior. His voice is deep, gravelly, and commanding, imbued with fiery passion. He speaks with a thick Scottish Highland accent at a deliberate and forceful pace, often building to a fierce, rapid crescendo when impassioned.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/10_scottish-highland-warrior.mp3,https://s3.renderplatform.com/user-assets/preview/gr_5b50f0b28605425c9cc83d7d7c7b7a94.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5deba09732704ea0b0151045926fd9c9.mp3,"Middle-aged, Male",
Caribbean Pirate with Musical Lilt,"Low-fidelity, slightly weathered studio audio featuring a middle-aged to older male Caribbean pirate. His voice is raspy, boisterous, and rumbling, with a distinct rhythmic musical lilt that makes his speech almost sing. He speaks with a strong Caribbean accent at a rhythmic, swaying, and energetic pace, frequently punctuated by hearty laughter.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/11_caribbean-pirate-with-musical-lilt.mp3,https://s3.renderplatform.com/user-assets/preview/gr_39a8977e3e5b437f908c87d9de7e80e9.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5171e69d917749b2a1eca118f6cb7691.mp3,neutral,
Greek Oracle (Cryptic & Mystical),"Ethereal, shimmering studio-quality audio with a subtle echo, featuring an ageless (often older female) Greek oracle. Her voice is deep, resonant, otherworldly, and sometimes multi-layered or breathy, delivering cryptic and prophetic pronouncements. She speaks with a stylized classical Greek accent at a slow, deliberate, and often fragmented pace, with long dramatic pauses, as if interpreting divine visions.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/12_greek-oracle-cryptic-mystical.mp3,https://s3.renderplatform.com/user-assets/preview/gr_10c01b015f2c49e091b8096cd9431993.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6df33ae02dc34f88a1859ceb5e83e6ae.mp3,neutral,
Hawaiian Hula Storyteller (Middle-aged Female),"Warm, clean studio-quality audio with a natural, open-air feel, featuring an middle-aged Hawaiian woman. Her voice is gentle, melodious, and soothing, with a comforting warmth and lyrical quality that evokes the island spirit. She speaks with a soft, rhythmic Hawaiian accent at a slow, flowing pace, mirroring the graceful movements of hula.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/13_hawaiian-hula-storyteller.mp3,https://s3.renderplatform.com/user-assets/preview/gr_c1ce234f067e44adb418e93fc39ed175.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_4caa5b1ca5bf48ad8298a40af4c3a987.mp3,"Middle-aged, Female",
Turkish Bazaar Merchant (Middle-aged Male),"Excellent studio-quality audio capturing a lively, bustling atmosphere, featuring a middle-aged male Turkish bazaar merchant. His voice is enthusiastic, persuasive, and slightly boisterous, with a friendly, welcoming yet firm edge for bargaining. He speaks with a clear Turkish accent at a fast, energetic, and persuasive pace, using rapid-fire delivery for sales pitches.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/14_turkish-bazaar-merchant.mp3,https://s3.renderplatform.com/user-assets/preview/gr_d38469d2891b48b1a94813044b247433.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_418cb383e25a4392897bf7326169cf52.mp3,"Middle-aged, Male",
Brazilian Carnival Announcer (Middle-aged Male),"Broadcast-quality, high-energy studio audio with festive outdoor ambiance, featuring a middle-aged male  Brazilian carnival announcer. The voice is passionate, rhythmic, and incredibly enthusiastic, exuding celebratory flair. They speak with a distinct Brazilian Portuguese accent at an extremely fast, rapid-fire, and rhythmic pace, with exclamations and sustained cheers matching the carnival's pulse.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/16_brazilian-carnival-announcer.mp3,https://s3.renderplatform.com/user-assets/preview/gr_3bed0a63a0a04ab2917a4e82288ce094.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_7bc536cb1db44871bc54794d1fc023ab.mp3,"Middle-aged, Male",
German Clockmaker (Middle-aged Male),"Clean studio-quality audio, subtly infused with the rhythmic tick-tock of gears, featuring middle-aged German clockmaker. His voice is clear, precise, and methodical, maintaining a calm, focused, and steady tone. He speaks with a distinct German accent at a slow, deliberate, and very precise pace, with careful enunciation reflecting meticulous craft.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/17_german-clockmaker-steady-precise.mp3,https://s3.renderplatform.com/user-assets/preview/gr_d56c11751d994152a08beaba4d337175.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_0851b0d881a34527975e666e01311370.mp3,"Middle-aged, Male",
Viking Skald with Booming Chants (Senior Male),"Robust, resonant studio-quality audio with an open-air feel, featuring an older male Viking skald. His voice is deep, booming, gravelly, and powerful, with a declamatory, often guttural quality. He speaks with a rough Northern European accent reminiscent of Old Norse at a slow, deliberate, rhythmic pace, building to powerful booming chants or shouts.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/20_viking-skald-with-booming-chants.mp3,https://s3.renderplatform.com/user-assets/preview/gr_132a0a23489a41858bc7700b8d95b980.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d54a314c22c34d1fb086c60604075de2.mp3,"Senior, Male",
Doctor Explaining Treatment Calmly (Middle-aged Female),"Pristine studio-quality audio featuring a middle-aged female doctor whose voice is calm, clear, and reassuring, exuding intelligence and empathy. They speak with a neutral Standard American accent at a slow, deliberate, and steady pace, ensuring every complex explanation is easily understood and comforting.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/01_doctor-explaining-treatment-calmly.mp3,https://s3.renderplatform.com/user-assets/preview/gr_5b47785b296e4356bb43c95d224552e5.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_8f6a833c7a06432cb78418519f298ea1.mp3,"Middle-aged, Female",
Lawyer Debating Passionately (Middle-aged Male),"Broadcast-quality studio recording of a  middle-aged male lawyer whose voice is strong, articulate, and deeply persuasive, with a resonant timbre that can shift from assertive logic to fervent appeal. They speak with a clear Standard American accent, with pacing that varies from deliberate and measured to fast and intensely passionate, delivering arguments with conviction.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/02_lawyer-debating-passionately.mp3,https://s3.renderplatform.com/user-assets/preview/gr_cdcebf0db6444157bcc2f197dbbeaeba.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_60013f75daa046c1b0aba19a8c1b638e.mp3,"Middle-aged, Male",
Teacher Guiding Firmly (Middle-aged Male),"Clear studio-quality audio featuring a middle-aged male teacher whose voice is patient, firm, and encouraging, providing articulate guidance with a supportive yet authoritative tone. They speak with a neutral Standard American accent at a moderate, clear, and deliberate pace, ensuring that instructions are understood and respected.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/03_teacher-guiding-firmly.mp3,https://s3.renderplatform.com/user-assets/preview/gr_b5fbc9e5e93c4d7696cfd2622d2f4d02.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_23bdcc4a710e4c489d001e42b68ea4a8.mp3,"Middle-aged, Male",
Fitness Trainer with Energy (Middle-aged male),"Excellent studio-quality audio, vibrant and clear, featuring a  middle-aged male fitness trainer. Their voice is enthusiastic, motivating, strong, and clear, with an undeniable high-energy timbre designed to inspire action. They speak with a clear Standard American accent at a fast, dynamic, and commanding pace, constantly pushing and encouraging.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/05_fitness-trainer-with-energy.mp3,https://s3.renderplatform.com/user-assets/preview/gr_11782c5b5d7e437f84b702e395e8da64.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c5651603a33f48c982ba52c20b02f496.mp3,"Middle-aged, male",
Taxi Driver Chatting Casually (Middle-aged Female),"Studio-quality audio, subtly suggesting a car interior, featuring a middle-aged  female taxi driver whose voice is conversational, friendly, and often tinged with a slight world-weariness or dry humor. They speak with a distinct New Yorker, Cockney, or specific regional accent at a natural, flowing, and casual conversational pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_taxi-driver-chatting-casually.mp3,https://s3.renderplatform.com/user-assets/preview/gr_d1fa993b22de499ab98817f7f1bc742e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_dd13d27068f74421b8e14771a88ce5b1.mp3,"Middle-aged, Female",
Librarian Whispering Softly (Middle-aged Female),"Pristine studio-quality audio, very quiet and intimate, featuring a middle-aged female librarian. Their voice is soft, gentle, clear, and hushed, maintaining a calm and respectful tone throughout. They speak with a neutral Standard American accent at a slow, deliberate, and exceptionally quiet pace, maintaining the sanctity of the library.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_librarian-whispering-softly.mp3,https://s3.renderplatform.com/user-assets/preview/gr_1cc62256f9b843b89409cf571f902ccd.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_27238b2f2d884f4a96ca6eb8c35ea7f9.mp3,"Middle-aged, Female",
Flight Attendant with Smooth Tone (Middle-aged Female),"Broadcast-quality studio recording, polite and clear, featuring a  middle-aged female flight attendant. Their voice is smooth, polite, and reassuring, delivering information with a welcoming and professional calm. They speak with a neutral Standard American accent at a moderate, clear, and unhurried pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_flight-attendant-with-smooth-tone.mp3,https://s3.renderplatform.com/user-assets/preview/gr_51e6b19b5ab2471dbe7101694f3c2237.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b80623ccc7e745f9a4175a7952c7aec7.mp3,"Middle-aged, Female",
Waiter Politely Serving (Middle-aged Female),"Clean studio-quality audio, possibly with subtle background restaurant ambiance, featuring a middle-aged female waiter. Their voice is polite, friendly, and attentive, with a clear and helpful timbre. They speak with a neutral Standard American accent at a moderate, smooth, and respectful pace, attending to every guest’s need.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/10_waiter-politely-serving.mp3,https://s3.renderplatform.com/user-assets/preview/gr_316272e74fb3431e84b81136542e111a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_17d737489b214257bcaed28458d603d0.mp3,"Middle-aged, Female",
Barista Cheerful and Upbeat (Middle-aged Male),"Clean studio-quality audio, vibrant and energetic, featuring a middle-aged male barista. Their voice is cheerful, upbeat, and undeniably friendly, exuding a bright and energetic enthusiasm for their work. They speak with a clear Standard American accent at a fast, energetic, and conversational pace, always ready with a smile.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/11_barista-cheerful-and-upbeat.mp3,https://s3.renderplatform.com/user-assets/preview/gr_83ea2ff7a3554f7db7704cc0127feb01.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5cfd5b55814b46f68f7f70e5a865436e.mp3,"Middle-aged, Male",
Farmer with Rustic Simplicity (Middle-aged  Male),"Clean studio-quality audio, with an earthy and grounded feel, featuring an older, middle-aged male farmer. Their voice is warm, simple, and unpretentious, with a slightly weathered timbre that speaks of hard work and connection to the land. They speak with a Southern drawl, Midwestern, or specific regional rural accent at a slow, deliberate, and thoughtful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/12_farmer-with-rustic-simplicity.mp3,https://s3.renderplatform.com/user-assets/preview/gr_3ea217c3317749c19b199821ecb9befc.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_ef73d6199c6a442abb9a6e57344f219b.mp3,"Middle-aged, Male",
CEO Giving Corporate Speech (Middle-aged male),"Broadcast-quality studio recording, formal and impactful, featuring a middle-aged male CEO. Their voice is authoritative, confident, and highly polished, conveying a clear vision and professional gravitas. They speak with a clear, articulate Standard American accent at a measured, deliberate, and impactful pace, designed to inspire trust and direction.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/13_ceo-giving-corporate-speech.mp3,https://s3.renderplatform.com/user-assets/preview/gr_e91d8bd07d684e1dbdc2e34df43718e1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_f01d6227c79f4633be81ed5125e2f556.mp3,"Middle-aged, male",
Startup Founder Pitching Eagerly (Middle-aged Male),"Pristine studio-quality audio, energetic and compelling, featuring a middle-aged male startup founder. Their voice is enthusiastic, passionate, and highly articulate, brimming with conviction and a driven entrepreneurial spirit. They speak with a clear Standard American accent at a fast, energetic, and highly persuasive pace, building with excitement as they outline their vision.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/14_startup-founder-pitching-eagerly.mp3,https://s3.renderplatform.com/user-assets/preview/gr_a12a4f8ea32d46cb893c278eb91182a3.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_65e60dc507024cb49a8edc27e03ad16f.mp3,"Middle-aged, Male",
Judge Passing Verdict (Senior Female),"Formal studio-quality audio, deeply resonant, featuring an older female judge. Their voice is grave, authoritative, and unequivocally firm, delivering pronouncements with solemnity and decisive clarity. They speak with a clear Standard American accent at a slow, deliberate, and impactful pace, conveying the weight of justice.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/15_judge-passing-verdict.mp3,https://s3.renderplatform.com/user-assets/preview/gr_fdd04fc9cf494ee1b7085ec0a8b542d2.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_971ffae6b5694623ab009be279af8552.mp3,"Senior, Female",
"Therapist, Empathetic and Steady (Middle-aged Male)","Pristine studio-quality audio, calm and comforting, featuring a middle-aged male therapist. Their voice is empathetic, calm, and deeply reassuring, maintaining a steady and understanding tone throughout. They speak with a gentle and neutral Standard American accent at a slow, measured, and comforting pace, fostering trust and openness.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/16_therapist-empathetic-and-steady.mp3,https://s3.renderplatform.com/user-assets/preview/gr_e2a77bc5fb854d0e8aee6a50dae8a753.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_ada90b5310b14584a665f2b876987fc9.mp3,"Middle-aged, Male",
"News Podcaster, Conversational (Middle-aged Male)","Broadcast-quality studio recording, with an intimate feel, featuring a young adult to middle-aged male news podcaster. Their voice is conversational, engaging, and clear, delivering informative content with a friendly and approachable tone. They speak with a neutral Standard American accent at a natural, flowing, and easy-going pace, making complex topics accessible.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/17_news-podcaster-conversational.mp3,https://s3.renderplatform.com/user-assets/preview/gr_2afe354f11fd4e3ab828e8c9258e236d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a21611bbfc9843668b43a60e68589ebb.mp3,"Middle-aged, Male",
"Travel Guide, Enthusiastic (Middle-aged Male)","Clean studio-quality audio, lively and descriptive, featuring a young adult to middle-aged male guide. Their voice is enthusiastic, friendly, and energetic, filled with vivid descriptions and an infectious passion for their destination. They speak with a clear Standard American accent, or a specific regional accent relevant to the location, at a moderate to fast, lively, and descriptive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/18_travel-guide-enthusiastic.mp3,https://s3.renderplatform.com/user-assets/preview/gr_20c3ec4babf74a6b93e5ec4fd2c539eb.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_ef88022435bc4b838ca74c934ac51e34.mp3,"Middle-aged, Male",
"Fashion Model, Sultry and Stylish (Middle-aged Female)","Pristine studio-quality audio, sophisticated and alluring, featuring a middle-aged female fashion model. Her voice is sultry, confident, and stylish, often with a low-pitched or breathy timbre that conveys effortless allure. She speaks with a neutral Standard American accent, or a sophisticated European accent, at a slow, deliberate, and poised pace, with evocative pauses.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/19_fashion-model-sultry-and-stylish.mp3,https://s3.renderplatform.com/user-assets/preview/gr_f7addbba3d4a420eb872bd8564dd415e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b4785cba0c314b2fa408a00b6acfc56c.mp3,"Middle-aged, Female",
"Construction Foreman, Gruff and Loud (Senior Male)","Good studio-quality audio, potentially with subtle background construction ambiance, featuring a older male construction foreman. His voice is gruff, loud, and commanding, with a resonant, no-nonsense timbre that demands attention. He speaks with a clear Standard American accent, possibly with a working-class or regional inflection, at a fast, direct, and impactful pace, often shouting instructions over noise.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/20_viking-skald-with-booming-chants.mp3,https://s3.renderplatform.com/user-assets/preview/gr_0eac8161e3ae43df802d4de73f0a1319.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2e2ee0eff1d94987ab1793f2f8daa020.mp3,"Senior, Male",
Jungle Explorer (Middle-aged Male),"Excellent studio-quality audio, subtly infused with the sounds of a humid jungle, featuring a middel-aged Male jungle explorer whose voice is high-pitched, incredibly excited, and often breathless, conveying a sense of awe and adrenaline-fueled discovery. They speak with a clear Standard American accent at a fast, erratic, and often panting pace, reflecting their constant movement and thrilling encounters.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/01_jungle-explorer-excited-breathless.mp3,https://s3.renderplatform.com/user-assets/preview/gr_f8476c65f9714ccf9ddd7c785067c758.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_074eeae50c254aedb3346d08d176a8ff.mp3,"Middle-aged, Male",
Mountain Climber (Middle-aged Female),"Pristine studio-quality audio, with a crisp, open-air feel, featuring a middle-aged female mountain climber whose voice is strong, gritty, and deeply determined, often with a slight strain from exertion. They speak with a clear Standard American accent at a slow, deliberate, and forceful pace, conveying unwavering focus and immense resilience against the harsh elements.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/02_mountain-climber-determined-tough.mp3,https://s3.renderplatform.com/user-assets/preview/gr_8ad848e878034220a67a0ef6ae3319d8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9b90116c506c49069630d000d8ed92fb.mp3,"Middle-aged, Female",
Deep-Sea Diver Calm & Muffled (Middle-aged Male),"Low-fidelity, muffled, and distant studio-quality audio, imbued with subtle underwater sounds and a sense of vast depth, featuring a middle-aged male deep-sea diver. Their voice is calm, steady, and low-pitched, with a slightly distorted, muffled timbre as if speaking through water. They speak with a neutral Standard American accent at a slow, deliberate pace, punctuated by controlled breaths, conveying both caution and serenity.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/03_deep-sea-diver-calm-muffled.mp3,https://s3.renderplatform.com/user-assets/preview/gr_50a4bc1b263b4fdea53302845a39711a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_4911ed27a88d4056b85e3219db353feb.mp3,"Middle-aged, Male",
Treasure Hunter (Middle-aged Male),"Excellent studio-quality audio, clear and adventurous, featuring a middle-aged male treasure hunter whose voice is bold, confident, and charismatic, radiating daring and a thirst for adventure. They speak with a clear Standard American accent at an energetic, purposeful pace that can quicken with excitement or slow for dramatic suspense as they pursue hidden riches.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/04_treasure-hunter-bold-daring.mp3,https://s3.renderplatform.com/user-assets/preview/gr_43ccc062e0024532913d54fe870ca46a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b53063eaeb0b4ed7ac7f3acfe40455d5.mp3,"Middle-aged, Male",
Desert Nomad (Senior Male),"Clean studio-quality audio, with a subtle hint of dry wind, featuring an older male desert nomad. Their voice is deep, resonant, and profoundly wise, carrying a world-weary yet resilient tone that reflects vast experience. They speak with a distinct Middle Eastern accent at a slow, deliberate, and thoughtful pace, with long, reflective pauses that convey contemplation and a deep connection to the barren landscape.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/05_desert-nomad-slow-thoughtful.mp3,https://s3.renderplatform.com/user-assets/preview/gr_8713cf0ef62a476eaf6c0deb23868336.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_576212f1b1534f119b83424cb4cbd6e9.mp3,"Senior, Male",
Polar Explorer (Middle-aged Male),"Pristine studio-quality audio, with a crisp, cold ambiance, featuring a middle-aged male polar explorer. Their voice is steady, resilient, and strong, with a low-pitched timbre that suggests calm endurance against the bitter cold and extreme conditions. They speak with a clear, concise Standard English accent at a deliberate, measured, and unwavering pace, conveying their unwavering resolve.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_polar-explorer-steady-against-the-cold.mp3,https://s3.renderplatform.com/user-assets/preview/gr_4da2b625b3b7447e8c7f5cb96cf51480.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_bfc7cf10ef7f464b851d9af7f338bafd.mp3,"Middle-aged, Male",
Cave Spelunker Whispering in Awe (Middle-aged  male),"Low-fidelity, echoing, and intimate studio-quality audio, featuring a middle-aged male cave spelunker whose voice is breathy, hushed, and filled with profound awe, often a soft, high-pitched whisper. They speak with a clear Standard American accent at a slow, hesitant, and reverent pace, conveying the vastness and wonder of subterranean discoveries.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_cave-spelunker-whispering-in-awe.mp3,https://s3.renderplatform.com/user-assets/preview/gr_115fe3a5ccb34f43901ad77936fc4c00.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c5ec34d5bd504dfa924811f58b5230d3.mp3,"Middle-aged, male",
Safari Guide Vibrant & Enthusiastic (Middle-aged Male),"Excellent studio-quality audio, with a vibrant, open-air feel, featuring a middle-aged male safari guide. Their voice is vibrant, highly enthusiastic, and engaging, with a warm and friendly timbre that draws listeners into the adventure. They speak with a clear South African or Standard American accent at an energetic, descriptive, and conversational pace, sharing their passion for wildlife.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/08_safari-guide-vibrant-enthusiastic.mp3,https://s3.renderplatform.com/user-assets/preview/gr_c34a734f8491421c866571caed69e5a1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_3b12f01c2f2641b08ced006a408d824f.mp3,"Middle-aged, Male",
Pirate Treasure Map Narrator (Senior Male),"Low-fidelity, weathered studio-quality audio, with a slightly raspy and aged feel, featuring an older male pirate. His voice is deep, gravelly, and inherently mysterious, imbued with a classic pirate accent (e.g., West Country British or Caribbean) and a mischievous undertone. He speaks at a slow, deliberate pace for dramatic suspense, with long, drawn-out words and dramatic pauses that hint at danger and untold riches.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_pirate-treasure-map-narrator.mp3,https://s3.renderplatform.com/user-assets/preview/gr_0b169f742acd4aa78ba212e9f67f1aef.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_dbd733d382534118a8b403b55b5b5475.mp3,"Senior, Male",
Archaeologist (Middle-aged Female),"Pristine studio-quality audio, perfectly clear, featuring a middle-aged female archaeologist. Their voice is scholarly, articulate, and intelligent, capable of conveying complex historical details with profound clarity, often bursting with genuine excitement during moments of discovery. They speak with a clear Standard English (neutral, British, or American) accent at a measured, clear pace that quickens with palpable enthusiasm when discussing ancient finds.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/11_archaeologist-scholarly-excited.mp3,https://s3.renderplatform.com/user-assets/preview/gr_0ded68f83c624b9a9f54d8b7b32da095.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_596d32f9f1114c40bb62b17f62022de5.mp3,"Middle-aged, Female",
Space Archaeologist Futuristic Tone (Middle-aged Female),"Pristine studio-quality audio, subtly infused with a clean, futuristic filter or ethereal reverb, featuring a middle-aged female space archaeologist. Their voice is scholarly and intelligent, with a slightly synthesized or otherworldly timbre, imbued with an underlying sense of cosmic wonder and intellectual curiosity. They speak with an unaccented Standard English at a measured, precise pace, with moments of awe as they uncover extraterrestrial history.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/12_space-archaeologist-futuristic-tone.mp3,https://s3.renderplatform.com/user-assets/preview/gr_efb7c60c95f8464ab9a1414474da0d22.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6485b6feff9f46b597762ee5ef885da2.mp3,"Middle-aged, Female",
